Category,Description,Inputs,Outputs,Status
Junk Market,Pul Rune -> Cloudcrack,"Stamina Potion,Pul Rune,Gothic Sword,Identify Scroll",Cloudcrack,EXISTING
Junk Market,Cloudcrack -> Perfect Topaz,"Antidote Potion,Cloudcrack",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Todesfaelle Flamme,"Stamina Potion,Pul Rune,Zweihander,Identify Scroll",Todesfaelle Flamme,EXISTING
Junk Market,Todesfaelle Flamme -> Perfect Topaz,"Antidote Potion,Todesfaelle Flamme",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Swordguard,"Stamina Potion,Pul Rune,Executioner Swr,Identify Scroll",Swordguard,EXISTING
Junk Market,Swordguard -> Perfect Topaz,"Antidote Potion,Swordguard",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Spineripper,"Stamina Potion,Pul Rune,Poignard,Identify Scroll",Spineripper,EXISTING
Junk Market,Spineripper -> Perfect Topaz,"Antidote Potion,Spineripper",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Heart Carver,"Stamina Potion,Pul Rune,Rondel,Identify Scroll",Heart Carver,EXISTING
Junk Market,Heart Carver -> Perfect Topaz,"Antidote Potion,Heart Carver",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Blackbog's Sharp,"Stamina Potion,Pul Rune,Cinquedeas,Identify Scroll",Blackbog's Sharp,EXISTING
Junk Market,Blackbog's Sharp -> Perfect Topaz,"Antidote Potion,Blackbog's Sharp",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> The Impaler,"Stamina Potion,Pul Rune,War Spear,Identify Scroll",The Impaler,EXISTING
Junk Market,The Impaler -> Perfect Topaz,"Antidote Potion,The Impaler",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Kelpie Snare,"Stamina Potion,Pul Rune,Fuscina,Identify Scroll",Kelpie Snare,EXISTING
Junk Market,Kelpie Snare -> Perfect Topaz,"Antidote Potion,Kelpie Snare",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Soulfeast Tine,"Stamina Potion,Pul Rune,War Fork,Identify Scroll",Soulfeast Tine,EXISTING
Junk Market,Soulfeast Tine -> Perfect Topaz,"Antidote Potion,Soulfeast Tine",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Hone Sundan,"Stamina Potion,Pul Rune,Yari,Identify Scroll",Hone Sundan,EXISTING
Junk Market,Hone Sundan -> Perfect Topaz,"Antidote Potion,Hone Sundan",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Spire of Honor,"Stamina Potion,Pul Rune,Lance,Identify Scroll",Spire of Honor,EXISTING
Junk Market,Spire of Honor -> Perfect Topaz,"Antidote Potion,Spire of Honor",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> The Meat Scraper,"Stamina Potion,Pul Rune,Lochaber Axe,Identify Scroll",The Meat Scraper,EXISTING
Junk Market,The Meat Scraper -> Perfect Topaz,"Antidote Potion,The Meat Scraper",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Blackleach Blade,"Stamina Potion,Pul Rune,Bill,Identify Scroll",Blackleach Blade,EXISTING
Junk Market,Blackleach Blade -> Perfect Topaz,"Antidote Potion,Blackleach Blade",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Athena's Wrath,"Stamina Potion,Pul Rune,Battle Scythe,Identify Scroll",Athena's Wrath,EXISTING
Junk Market,Athena's Wrath -> Perfect Topaz,"Antidote Potion,Athena's Wrath",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Pierre Tombale Couant,"Stamina Potion,Pul Rune,Partizan,Identify Scroll",Pierre Tombale Couant,EXISTING
Junk Market,Pierre Tombale Couant -> Perfect Topaz,"Antidote Potion,Pierre Tombale Couant",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Husoldal Evo,"Stamina Potion,Pul Rune,Bec-de-Corbin,Identify Scroll",Husoldal Evo,EXISTING
Junk Market,Husoldal Evo -> Perfect Topaz,"Antidote Potion,Husoldal Evo",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Grim's Burning Dead,"Stamina Potion,Pul Rune,Grim Scythe,Identify Scroll",Grim's Burning Dead,EXISTING
Junk Market,Grim's Burning Dead -> Perfect Topaz,"Antidote Potion,Grim's Burning Dead",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Razorswitch,"Stamina Potion,Pul Rune,Jo Staff,Identify Scroll",Razorswitch,EXISTING
Junk Market,Razorswitch -> Perfect Topaz,"Antidote Potion,Razorswitch",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Chromatic Ire,"Stamina Potion,Pul Rune,Cedar Staff,Identify Scroll",Chromatic Ire,EXISTING
Junk Market,Chromatic Ire -> Perfect Topaz,"Antidote Potion,Chromatic Ire",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Skullcollector,"Stamina Potion,Pul Rune,Rune Staff,Identify Scroll",Skullcollector,EXISTING
Junk Market,Skullcollector -> Perfect Topaz,"Antidote Potion,Skullcollector",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Skystrike,"Stamina Potion,Pul Rune,Edge Bow,Identify Scroll",Skystrike,EXISTING
Junk Market,Skystrike -> Perfect Topaz,"Antidote Potion,Skystrike",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Riphook,"Stamina Potion,Pul Rune,Razor Bow,Identify Scroll",Riphook,EXISTING
Junk Market,Riphook -> Perfect Topaz,"Antidote Potion,Riphook",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Kuko Shakaku,"Stamina Potion,Pul Rune,Cedar Bow,Identify Scroll",Kuko Shakaku,EXISTING
Junk Market,Kuko Shakaku -> Perfect Topaz,"Antidote Potion,Kuko Shakaku",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Endlesshail,"Stamina Potion,Pul Rune,Double Bow,Identify Scroll",Endlesshail,EXISTING
Junk Market,Endlesshail -> Perfect Topaz,"Antidote Potion,Endlesshail",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Cliffkiller,"Stamina Potion,Pul Rune,Long Siege Bow,Identify Scroll",Cliffkiller,EXISTING
Junk Market,Cliffkiller -> Perfect Topaz,"Antidote Potion,Cliffkiller",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Magewrath,"Stamina Potion,Pul Rune,Rune Bow,Identify Scroll",Magewrath,EXISTING
Junk Market,Magewrath -> Perfect Topaz,"Antidote Potion,Magewrath",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Godstrike Arch,"Stamina Potion,Pul Rune,Gothic Bow,Identify Scroll",Godstrike Arch,EXISTING
Junk Market,Godstrike Arch -> Perfect Topaz,"Antidote Potion,Godstrike Arch",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Langer Briser,"Stamina Potion,Pul Rune,Arbalest,Identify Scroll",Langer Briser,EXISTING
Junk Market,Langer Briser -> Perfect Topaz,"Antidote Potion,Langer Briser",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Pus Spiter,"Stamina Potion,Pul Rune,Siege Crossbow,Identify Scroll",Pus Spiter,EXISTING
Junk Market,Pus Spiter -> Perfect Topaz,"Antidote Potion,Pus Spiter",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Buriza-Do Kyanon,"Stamina Potion,Pul Rune,Ballista,Identify Scroll",Buriza-Do Kyanon,EXISTING
Junk Market,Buriza-Do Kyanon -> Perfect Topaz,"Antidote Potion,Buriza-Do Kyanon",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Demon Machine,"Stamina Potion,Pul Rune,Chu-Ko-Nu,Identify Scroll",Demon Machine,EXISTING
Junk Market,Demon Machine -> Perfect Topaz,"Antidote Potion,Demon Machine",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Peasent Crown,"Stamina Potion,Pul Rune,War Hat,Identify Scroll",Peasent Crown,EXISTING
Junk Market,Peasent Crown -> Perfect Topaz,"Antidote Potion,Peasent Crown",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Rockstopper,"Stamina Potion,Pul Rune,Sallet,Identify Scroll",Rockstopper,EXISTING
Junk Market,Rockstopper -> Perfect Topaz,"Antidote Potion,Rockstopper",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Stealskull,"Stamina Potion,Pul Rune,Casque,Identify Scroll",Stealskull,EXISTING
Junk Market,Stealskull -> Perfect Topaz,"Antidote Potion,Stealskull",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Darksight Helm,"Stamina Potion,Pul Rune,Basinet,Identify Scroll",Darksight Helm,EXISTING
Junk Market,Darksight Helm -> Perfect Topaz,"Antidote Potion,Darksight Helm",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Valkiry Wing,"Stamina Potion,Pul Rune,Winged Helm,Identify Scroll",Valkiry Wing,EXISTING
Junk Market,Valkiry Wing -> Perfect Topaz,"Antidote Potion,Valkiry Wing",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Blackhorn's Face,"Stamina Potion,Pul Rune,Death Mask,Identify Scroll",Blackhorn's Face,EXISTING
Junk Market,Blackhorn's Face -> Perfect Topaz,"Antidote Potion,Blackhorn's Face",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> The Spirit Shroud,"Stamina Potion,Pul Rune,Ghost Armor,Identify Scroll",The Spirit Shroud,EXISTING
Junk Market,The Spirit Shroud -> Perfect Topaz,"Antidote Potion,The Spirit Shroud",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Skin of the Flayerd One,"Stamina Potion,Pul Rune,Demonhide Armor,Identify Scroll",Skin of the Flayerd One,EXISTING
Junk Market,Skin of the Flayerd One -> Perfect Topaz,"Antidote Potion,Skin of the Flayerd One",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Ironpelt,"Stamina Potion,Pul Rune,Trellised Armor,Identify Scroll",Ironpelt,EXISTING
Junk Market,Ironpelt -> Perfect Topaz,"Antidote Potion,Ironpelt",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Spiritforge,"Stamina Potion,Pul Rune,Linked Mail,Identify Scroll",Spiritforge,EXISTING
Junk Market,Spiritforge -> Perfect Topaz,"Antidote Potion,Spiritforge",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Crow Caw,"Stamina Potion,Pul Rune,Tigulated Mail,Identify Scroll",Crow Caw,EXISTING
Junk Market,Crow Caw -> Perfect Topaz,"Antidote Potion,Crow Caw",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Toothrow,"Stamina Potion,Pul Rune,Sharktooth,Identify Scroll",Toothrow,EXISTING
Junk Market,Toothrow -> Perfect Topaz,"Antidote Potion,Toothrow",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Atma's Wail,"Stamina Potion,Pul Rune,Embossed Plate,Identify Scroll",Atma's Wail,EXISTING
Junk Market,Atma's Wail -> Perfect Topaz,"Antidote Potion,Atma's Wail",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Black Hades,"Stamina Potion,Pul Rune,Chaos Armor,Identify Scroll",Black Hades,EXISTING
Junk Market,Black Hades -> Perfect Topaz,"Antidote Potion,Black Hades",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Corpsemourn,"Stamina Potion,Pul Rune,Ornate Armor,Identify Scroll",Corpsemourn,EXISTING
Junk Market,Corpsemourn -> Perfect Topaz,"Antidote Potion,Corpsemourn",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Que-Hegan's Wisdon,"Stamina Potion,Pul Rune,Mage Plate,Identify Scroll",Que-Hegan's Wisdon,EXISTING
Junk Market,Que-Hegan's Wisdon -> Perfect Topaz,"Antidote Potion,Que-Hegan's Wisdon",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Visceratuant,"Stamina Potion,Pul Rune,Defender,Identify Scroll",Visceratuant,EXISTING
Junk Market,Visceratuant -> Perfect Topaz,"Antidote Potion,Visceratuant",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Stormchaser,"Stamina Potion,Pul Rune,Scutum,Identify Scroll",Stormchaser,EXISTING
Junk Market,Stormchaser -> Perfect Topaz,"Antidote Potion,Stormchaser",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Tiamat's Rebuke,"Stamina Potion,Pul Rune,Dragon Shield,Identify Scroll",Tiamat's Rebuke,EXISTING
Junk Market,Tiamat's Rebuke -> Perfect Topaz,"Antidote Potion,Tiamat's Rebuke",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Kerke's Sanctuary,"Stamina Potion,Pul Rune,Pavise,Identify Scroll",Kerke's Sanctuary,EXISTING
Junk Market,Kerke's Sanctuary -> Perfect Topaz,"Antidote Potion,Kerke's Sanctuary",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Radimant's Sphere,"Stamina Potion,Pul Rune,Ancient Shield,Identify Scroll",Radimant's Sphere,EXISTING
Junk Market,Radimant's Sphere -> Perfect Topaz,"Antidote Potion,Radimant's Sphere",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Lance Guard,"Stamina Potion,Pul Rune,Barbed Shield,Identify Scroll",Lance Guard,EXISTING
Junk Market,Lance Guard -> Perfect Topaz,"Antidote Potion,Lance Guard",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Venom Grip,"Stamina Potion,Pul Rune,Demonhide Glove,Identify Scroll",Venom Grip,EXISTING
Junk Market,Venom Grip -> Perfect Topaz,"Antidote Potion,Venom Grip",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Gravepalm,"Stamina Potion,Pul Rune,Sharkskin Glove,Identify Scroll",Gravepalm,EXISTING
Junk Market,Gravepalm -> Perfect Topaz,"Antidote Potion,Gravepalm",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Ghoulhide,"Stamina Potion,Pul Rune,Heavy Bracers,Identify Scroll",Ghoulhide,EXISTING
Junk Market,Ghoulhide -> Perfect Topaz,"Antidote Potion,Ghoulhide",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Lavagout,"Stamina Potion,Pul Rune,Battle Gauntlet,Identify Scroll",Lavagout,EXISTING
Junk Market,Lavagout -> Perfect Topaz,"Antidote Potion,Lavagout",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Hellmouth,"Stamina Potion,Pul Rune,War Gauntlets,Identify Scroll",Hellmouth,EXISTING
Junk Market,Hellmouth -> Perfect Topaz,"Antidote Potion,Hellmouth",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Razortail,"Stamina Potion,Pul Rune,Sharkskin Belt,Identify Scroll",Razortail,EXISTING
Junk Market,Razortail -> Perfect Topaz,"Antidote Potion,Razortail",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Gloomstrap,"Stamina Potion,Pul Rune,Mesh Belt,Identify Scroll",Gloomstrap,EXISTING
Junk Market,Gloomstrap -> Perfect Topaz,"Antidote Potion,Gloomstrap",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Snowclash,"Stamina Potion,Pul Rune,Battle Belt,Identify Scroll",Snowclash,EXISTING
Junk Market,Snowclash -> Perfect Topaz,"Antidote Potion,Snowclash",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Veil of Steel,"Stamina Potion,Pul Rune,Spired Helm,Identify Scroll",Veil of Steel,EXISTING
Junk Market,Veil of Steel -> Perfect Topaz,"Antidote Potion,Veil of Steel",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Blackoak Shield,"Stamina Potion,Pul Rune,Luna,Identify Scroll",Blackoak Shield,EXISTING
Junk Market,Blackoak Shield -> Perfect Topaz,"Antidote Potion,Blackoak Shield",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Hellslayer,"Stamina Potion,Pul Rune,Decapitator,Identify Scroll",Hellslayer,EXISTING
Junk Market,Hellslayer -> Perfect Topaz,"Antidote Potion,Hellslayer",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Messerschmidt's Reaver,"Stamina Potion,Pul Rune,Champion Axe,Identify Scroll",Messerschmidt's Reaver,EXISTING
Junk Market,Messerschmidt's Reaver -> Perfect Topaz,"Antidote Potion,Messerschmidt's Reaver",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Baranar's Star,"Stamina Potion,Pul Rune,7mt,Identify Scroll",Baranar's Star,EXISTING
Junk Market,Baranar's Star -> Perfect Topaz,"Antidote Potion,Baranar's Star",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Lightsabre,"Stamina Potion,Pul Rune,Phase Blade,Identify Scroll",Lightsabre,EXISTING
Junk Market,Lightsabre -> Perfect Topaz,"Antidote Potion,Lightsabre",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Doombringer,"Stamina Potion,Pul Rune,Champion Sword,Identify Scroll",Doombringer,EXISTING
Junk Market,Doombringer -> Perfect Topaz,"Antidote Potion,Doombringer",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Stormspire,"Stamina Potion,Pul Rune,Giant Thresher,Identify Scroll",Stormspire,EXISTING
Junk Market,Stormspire -> Perfect Topaz,"Antidote Potion,Stormspire",Perfect Topaz,EXISTING
Junk Market,Lem Rune -> The Cat's Eye,"Stamina Potion,Lem Rune,amulet,Identify Scroll",The Cat's Eye,EXISTING
Junk Market,The Cat's Eye -> Perfect Topaz,"Antidote Potion,The Cat's Eye",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> The Rising Sun,"Stamina Potion,Pul Rune,amulet,Perfect Diamond",The Rising Sun,EXISTING
Junk Market,The Rising Sun -> Perfect Topaz,"Antidote Potion,The Rising Sun",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Crescent Moon,"Stamina Potion,Pul Rune,amulet,Ko Rune",Crescent Moon,EXISTING
Junk Market,Crescent Moon -> Perfect Topaz,"Antidote Potion,Crescent Moon",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Dwarf Star,"Stamina Potion,Pul Rune,ring,Perfect Amethyst",Dwarf Star,EXISTING
Junk Market,Dwarf Star -> Perfect Topaz,"Antidote Potion,Dwarf Star",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Raven Frost,"Stamina Potion,Pul Rune,ring,Perfect Sapphire",Raven Frost,EXISTING
Junk Market,Raven Frost -> Perfect Topaz,"Antidote Potion,Raven Frost",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Saracen's Chance,"Stamina Potion,Pul Rune,amulet,Io Rune",Saracen's Chance,EXISTING
Junk Market,Saracen's Chance -> Perfect Topaz,"Antidote Potion,Saracen's Chance",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Lycander's Flank,"Stamina Potion,Pul Rune,Ceremonial Pike,Identify Scroll",Lycander's Flank,EXISTING
Junk Market,Lycander's Flank -> Perfect Topaz,"Antidote Potion,Lycander's Flank",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Bloodmoon,"Stamina Potion,Pul Rune,Elegant Blade,Identify Scroll",Bloodmoon,EXISTING
Junk Market,Bloodmoon -> Perfect Topaz,"Antidote Potion,Bloodmoon",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Djinnslayer,"Stamina Potion,Pul Rune,Ataghan,Identify Scroll",Djinnslayer,EXISTING
Junk Market,Djinnslayer -> Perfect Topaz,"Antidote Potion,Djinnslayer",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Gutsiphon,"Stamina Potion,Pul Rune,Demon Crossbow,Identify Scroll",Gutsiphon,EXISTING
Junk Market,Gutsiphon -> Perfect Topaz,"Antidote Potion,Gutsiphon",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Razoredge,"Stamina Potion,Pul Rune,Tomahawk,Identify Scroll",Razoredge,EXISTING
Junk Market,Razoredge -> Perfect Topaz,"Antidote Potion,Razoredge",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Demonlimb,"Stamina Potion,Pul Rune,Tyrant Club,Identify Scroll",Demonlimb,EXISTING
Junk Market,Demonlimb -> Perfect Topaz,"Antidote Potion,Demonlimb",Perfect Topaz,EXISTING
Junk Market,Lem Rune -> Steelshade,"Stamina Potion,Lem Rune,Armet,Identify Scroll",Steelshade,EXISTING
Junk Market,Steelshade -> Perfect Topaz,"Antidote Potion,Steelshade",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Nature's Peace,"Stamina Potion,Pul Rune,ring,Perfect Ruby",Nature's Peace,EXISTING
Junk Market,Nature's Peace -> Perfect Topaz,"Antidote Potion,Nature's Peace",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Horizon's Tornado,"Stamina Potion,Pul Rune,Scourge,Identify Scroll",Horizon's Tornado,EXISTING
Junk Market,Horizon's Tornado -> Perfect Topaz,"Antidote Potion,Horizon's Tornado",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Stone Crusher,"Stamina Potion,Pul Rune,Legendary Mallt,Identify Scroll",Stone Crusher,EXISTING
Junk Market,Stone Crusher -> Perfect Topaz,"Antidote Potion,Stone Crusher",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Cerebus,"Stamina Potion,Pul Rune,Blood Spirit,Identify Scroll",Cerebus,EXISTING
Junk Market,Cerebus -> Perfect Topaz,"Antidote Potion,Cerebus",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Souldrain,"Stamina Potion,Pul Rune,Vambraces,Identify Scroll",Souldrain,EXISTING
Junk Market,Souldrain -> Perfect Topaz,"Antidote Potion,Souldrain",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Executioner's Justice,"Stamina Potion,Pul Rune,Glorious Axe,Identify Scroll",Executioner's Justice,EXISTING
Junk Market,Executioner's Justice -> Perfect Topaz,"Antidote Potion,Executioner's Justice",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Stoneraven,"Stamina Potion,Pul Rune,Matriarchal Spr,Identify Scroll",Stoneraven,EXISTING
Junk Market,Stoneraven -> Perfect Topaz,"Antidote Potion,Stoneraven",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Gargoyle's Bite,"Stamina Potion,Pul Rune,Winged Harpoon,Identify Scroll",Gargoyle's Bite,EXISTING
Junk Market,Gargoyle's Bite -> Perfect Topaz,"Antidote Potion,Gargoyle's Bite",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Lacerator,"Stamina Potion,Pul Rune,Winged Axe,Identify Scroll",Lacerator,EXISTING
Junk Market,Lacerator -> Perfect Topaz,"Antidote Potion,Lacerator",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Viperfork,"Stamina Potion,Pul Rune,Mancatcher,Identify Scroll",Viperfork,EXISTING
Junk Market,Viperfork -> Perfect Topaz,"Antidote Potion,Viperfork",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Ethereal Edge,"Stamina Potion,Pul Rune,Silver Edged Ax,Identify Scroll",Ethereal Edge,EXISTING
Junk Market,Ethereal Edge -> Perfect Topaz,"Antidote Potion,Ethereal Edge",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Demonhorn's Edge,"Stamina Potion,Pul Rune,Destroyer Helm,Identify Scroll",Demonhorn's Edge,EXISTING
Junk Market,Demonhorn's Edge -> Perfect Topaz,"Antidote Potion,Demonhorn's Edge",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Spiritkeeper,"Stamina Potion,Pul Rune,Earth Spirit,Identify Scroll",Spiritkeeper,EXISTING
Junk Market,Spiritkeeper -> Perfect Topaz,"Antidote Potion,Spiritkeeper",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Hellrack,"Stamina Potion,Pul Rune,Colossus x-bow,Identify Scroll",Hellrack,EXISTING
Junk Market,Hellrack -> Perfect Topaz,"Antidote Potion,Hellrack",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Alma Negra,"Stamina Potion,Pul Rune,Sacred Rondache,Identify Scroll",Alma Negra,EXISTING
Junk Market,Alma Negra -> Perfect Topaz,"Antidote Potion,Alma Negra",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Darkforge Spawn,"Stamina Potion,Pul Rune,Bloodlord Skull,Identify Scroll",Darkforge Spawn,EXISTING
Junk Market,Darkforge Spawn -> Perfect Topaz,"Antidote Potion,Darkforge Spawn",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Ghostflame,"Stamina Potion,Pul Rune,Legend Spike,Identify Scroll",Ghostflame,EXISTING
Junk Market,Ghostflame -> Perfect Topaz,"Antidote Potion,Ghostflame",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Shadowkiller,"Stamina Potion,Pul Rune,Battle Cestus,Identify Scroll",Shadowkiller,EXISTING
Junk Market,Shadowkiller -> Perfect Topaz,"Antidote Potion,Shadowkiller",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Gimmershred,"Stamina Potion,Pul Rune,Flying Axe,Identify Scroll",Gimmershred,EXISTING
Junk Market,Gimmershred -> Perfect Topaz,"Antidote Potion,Gimmershred",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Windhammer,"Stamina Potion,Pul Rune,Ogre Maul,Identify Scroll",Windhammer,EXISTING
Junk Market,Windhammer -> Perfect Topaz,"Antidote Potion,Windhammer",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Demon's Arch,"Stamina Potion,Pul Rune,Balrog Spear,Identify Scroll",Demon's Arch,EXISTING
Junk Market,Demon's Arch -> Perfect Topaz,"Antidote Potion,Demon's Arch",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Steelpillar,"Stamina Potion,Pul Rune,War Pike,Identify Scroll",Steelpillar,EXISTING
Junk Market,Steelpillar -> Perfect Topaz,"Antidote Potion,Steelpillar",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Darkfear,"Stamina Potion,Pul Rune,Armet,Identify Scroll",Darkfear,EXISTING
Junk Market,Darkfear -> Perfect Topaz,"Antidote Potion,Darkfear",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Steel Carapice,"Stamina Potion,Pul Rune,Shadow Plate,Identify Scroll",Steel Carapice,EXISTING
Junk Market,Steel Carapice -> Perfect Topaz,"Antidote Potion,Steel Carapice",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Medusa's Gaze,"Stamina Potion,Pul Rune,Aegis,Identify Scroll",Medusa's Gaze,EXISTING
Junk Market,Medusa's Gaze -> Perfect Topaz,"Antidote Potion,Medusa's Gaze",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Flamebellow,"Stamina Potion,Pul Rune,Balrog Blade,Identify Scroll",Flamebellow,EXISTING
Junk Market,Flamebellow -> Perfect Topaz,"Antidote Potion,Flamebellow",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Spirit Ward,"Stamina Potion,Pul Rune,Ward,Identify Scroll",Spirit Ward,EXISTING
Junk Market,Spirit Ward -> Perfect Topaz,"Antidote Potion,Spirit Ward",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Halaberd's Reign,"Stamina Potion,Pul Rune,Conqueror Crown,Identify Scroll",Halaberd's Reign,EXISTING
Junk Market,Halaberd's Reign -> Perfect Topaz,"Antidote Potion,Halaberd's Reign",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Spike Thorn,"Stamina Potion,Pul Rune,Blade Barrier,Identify Scroll",Spike Thorn,EXISTING
Junk Market,Spike Thorn -> Perfect Topaz,"Antidote Potion,Spike Thorn",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Frostwind,"Stamina Potion,Pul Rune,Cryptic Sword,Identify Scroll",Frostwind,EXISTING
Junk Market,Frostwind -> Perfect Topaz,"Antidote Potion,Frostwind",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Firelizard's Talons,"Stamina Potion,Pul Rune,Feral Claws,Identify Scroll",Firelizard's Talons,EXISTING
Junk Market,Firelizard's Talons -> Perfect Topaz,"Antidote Potion,Firelizard's Talons",Perfect Topaz,EXISTING
